Haplotype_1	Haplotype_2
FUN.rk.hap1.025897	FUN.rk.hap2.027405
FUN.rk.hap1.025905	FUN.rk.hap2.030427
FUN.rk.hap1.025912	FUN.rk.hap2.016843
FUN.rk.hap1.025916	FUN.rk.hap2.003314
FUN.rk.hap1.025919	FUN.rk.hap2.027421
FUN.rk.hap1.025920	FUN.rk.hap2.027422
FUN.rk.hap1.025922	FUN.rk.hap2.027423
FUN.rk.hap1.025924	FUN.rk.hap2.018669
FUN.rk.hap1.025928	FUN.rk.hap2.027426
FUN.rk.hap1.025930	FUN.rk.hap2.027429
FUN.rk.hap1.025935	FUN.rk.hap2.027434
FUN.rk.hap1.025936	FUN.rk.hap2.027435
FUN.rk.hap1.025937	FUN.rk.hap2.027436
FUN.rk.hap1.025938	FUN.rk.hap2.027437
FUN.rk.hap1.025939	FUN.rk.hap2.027438
FUN.rk.hap1.025940	FUN.rk.hap2.027440
FUN.rk.hap1.025943	FUN.rk.hap2.027444
FUN.rk.hap1.025945	FUN.rk.hap2.027446
FUN.rk.hap1.025951	FUN.rk.hap2.027450
FUN.rk.hap1.025953	FUN.rk.hap2.027452
FUN.rk.hap1.025954	FUN.rk.hap2.027453
FUN.rk.hap1.025955	FUN.rk.hap2.027454
FUN.rk.hap1.025971	FUN.rk.hap2.027474
FUN.rk.hap1.025977	FUN.rk.hap2.027477
FUN.rk.hap1.025978	FUN.rk.hap2.027479
FUN.rk.hap1.025979	FUN.rk.hap2.027483
FUN.rk.hap1.025980	FUN.rk.hap2.029867
FUN.rk.hap1.025982	FUN.rk.hap2.027484
FUN.rk.hap1.025984	FUN.rk.hap2.027488
FUN.rk.hap1.025986	FUN.rk.hap2.027490
FUN.rk.hap1.025987	FUN.rk.hap2.027492
FUN.rk.hap1.025990	FUN.rk.hap2.006854
FUN.rk.hap1.025993	FUN.rk.hap2.027495
FUN.rk.hap1.025994	FUN.rk.hap2.040298
FUN.rk.hap1.025995	FUN.rk.hap2.027496
FUN.rk.hap1.025996	FUN.rk.hap2.027497
FUN.rk.hap1.026009	FUN.rk.hap2.027509
FUN.rk.hap1.026010	FUN.rk.hap2.027510
FUN.rk.hap1.026013	FUN.rk.hap2.027513
FUN.rk.hap1.026014	FUN.rk.hap2.027515
FUN.rk.hap1.026017	FUN.rk.hap2.027517
FUN.rk.hap1.026018	FUN.rk.hap2.027518
FUN.rk.hap1.026022	FUN.rk.hap2.027521
FUN.rk.hap1.026025	FUN.rk.hap2.027528
FUN.rk.hap1.026026	FUN.rk.hap2.027529
FUN.rk.hap1.026029	FUN.rk.hap2.000454
FUN.rk.hap1.026031	FUN.rk.hap2.027530
FUN.rk.hap1.026034	FUN.rk.hap2.027535
FUN.rk.hap1.026035	FUN.rk.hap2.024422
FUN.rk.hap1.026053	FUN.rk.hap2.027548
FUN.rk.hap1.026059	FUN.rk.hap2.027553
FUN.rk.hap1.026060	FUN.rk.hap2.027558
FUN.rk.hap1.026061	FUN.rk.hap2.027560
FUN.rk.hap1.026064	FUN.rk.hap2.027562
FUN.rk.hap1.026067	FUN.rk.hap2.027567
FUN.rk.hap1.026068	FUN.rk.hap2.027568
FUN.rk.hap1.026069	FUN.rk.hap2.027571
FUN.rk.hap1.026070	FUN.rk.hap2.027572
FUN.rk.hap1.026074	FUN.rk.hap2.027573
FUN.rk.hap1.026075	FUN.rk.hap2.027574
FUN.rk.hap1.026077	FUN.rk.hap2.027578
FUN.rk.hap1.026078	FUN.rk.hap2.027580
FUN.rk.hap1.026082	FUN.rk.hap2.027582
FUN.rk.hap1.026083	FUN.rk.hap2.027583
FUN.rk.hap1.026084	FUN.rk.hap2.027585
FUN.rk.hap1.026093	FUN.rk.hap2.027579
FUN.rk.hap1.026101	FUN.rk.hap2.042577
FUN.rk.hap1.026108	FUN.rk.hap2.027628
FUN.rk.hap1.026110	FUN.rk.hap2.027639
FUN.rk.hap1.026111	FUN.rk.hap2.027640
FUN.rk.hap1.026118	FUN.rk.hap2.027643
FUN.rk.hap1.026124	FUN.rk.hap2.027655
FUN.rk.hap1.026127	FUN.rk.hap2.027665
FUN.rk.hap1.026130	FUN.rk.hap2.027711
FUN.rk.hap1.026137	FUN.rk.hap2.027716
FUN.rk.hap1.026138	FUN.rk.hap2.027718
FUN.rk.hap1.026139	FUN.rk.hap2.027719
FUN.rk.hap1.026141	FUN.rk.hap2.027721
FUN.rk.hap1.026144	FUN.rk.hap2.027726
FUN.rk.hap1.026151	FUN.rk.hap2.027731
FUN.rk.hap1.026153	FUN.rk.hap2.027734
FUN.rk.hap1.026155	FUN.rk.hap2.027743
FUN.rk.hap1.026157	FUN.rk.hap2.027746
FUN.rk.hap1.026158	FUN.rk.hap2.027747
FUN.rk.hap1.026159	FUN.rk.hap2.027755
FUN.rk.hap1.026161	FUN.rk.hap2.027757
FUN.rk.hap1.026162	FUN.rk.hap2.027759
FUN.rk.hap1.026164	FUN.rk.hap2.001294
FUN.rk.hap1.026165	FUN.rk.hap2.027761
FUN.rk.hap1.026166	FUN.rk.hap2.027763
FUN.rk.hap1.026167	FUN.rk.hap2.027764
FUN.rk.hap1.026168	FUN.rk.hap2.027766
FUN.rk.hap1.026174	FUN.rk.hap2.027788
FUN.rk.hap1.026177	FUN.rk.hap2.027768
FUN.rk.hap1.026183	FUN.rk.hap2.027814
FUN.rk.hap1.026184	FUN.rk.hap2.027815
FUN.rk.hap1.026185	FUN.rk.hap2.027816
FUN.rk.hap1.026190	FUN.rk.hap2.027820
FUN.rk.hap1.026195	FUN.rk.hap2.027668
FUN.rk.hap1.026198	FUN.rk.hap2.027834
FUN.rk.hap1.026199	FUN.rk.hap2.027835
FUN.rk.hap1.026200	FUN.rk.hap2.027836
FUN.rk.hap1.026202	FUN.rk.hap2.027837
FUN.rk.hap1.026207	FUN.rk.hap2.027839
FUN.rk.hap1.026223	FUN.rk.hap2.027881
FUN.rk.hap1.026226	FUN.rk.hap2.027879
FUN.rk.hap1.026232	FUN.rk.hap2.042906
FUN.rk.hap1.026236	FUN.rk.hap2.027896
FUN.rk.hap1.026237	FUN.rk.hap2.027897
FUN.rk.hap1.026238	FUN.rk.hap2.027898
FUN.rk.hap1.026239	FUN.rk.hap2.027899
FUN.rk.hap1.026240	FUN.rk.hap2.027900
FUN.rk.hap1.026241	FUN.rk.hap2.027903
FUN.rk.hap1.026242	FUN.rk.hap2.027904
FUN.rk.hap1.026243	FUN.rk.hap2.027905
FUN.rk.hap1.026244	FUN.rk.hap2.027906
FUN.rk.hap1.026246	FUN.rk.hap2.027908
FUN.rk.hap1.026248	FUN.rk.hap2.027913
FUN.rk.hap1.026249	FUN.rk.hap2.027914
FUN.rk.hap1.026250	FUN.rk.hap2.027915
FUN.rk.hap1.026252	FUN.rk.hap2.027916
FUN.rk.hap1.026255	FUN.rk.hap2.027920
FUN.rk.hap1.026257	FUN.rk.hap2.027922
FUN.rk.hap1.026258	FUN.rk.hap2.027925
FUN.rk.hap1.026260	FUN.rk.hap2.027926
FUN.rk.hap1.026261	FUN.rk.hap2.027927
FUN.rk.hap1.026262	FUN.rk.hap2.027928
FUN.rk.hap1.026300	FUN.rk.hap2.027949
FUN.rk.hap1.026311	FUN.rk.hap2.027951
FUN.rk.hap1.026321	FUN.rk.hap2.027942
FUN.rk.hap1.026335	FUN.rk.hap2.027971
FUN.rk.hap1.026338	FUN.rk.hap2.027975
FUN.rk.hap1.026339	FUN.rk.hap2.027977
FUN.rk.hap1.026340	FUN.rk.hap2.027978
FUN.rk.hap1.026341	FUN.rk.hap2.027979
FUN.rk.hap1.026342	FUN.rk.hap2.027980
FUN.rk.hap1.026343	FUN.rk.hap2.027981
FUN.rk.hap1.026348	FUN.rk.hap2.027983
FUN.rk.hap1.026349	FUN.rk.hap2.027984
FUN.rk.hap1.026350	FUN.rk.hap2.027986
FUN.rk.hap1.026351	FUN.rk.hap2.027988
FUN.rk.hap1.026352	FUN.rk.hap2.027989
FUN.rk.hap1.026356	FUN.rk.hap2.027993
FUN.rk.hap1.026357	FUN.rk.hap2.027994
FUN.rk.hap1.026359	FUN.rk.hap2.027996
FUN.rk.hap1.026364	FUN.rk.hap2.028007
FUN.rk.hap1.026366	FUN.rk.hap2.028010
FUN.rk.hap1.026367	FUN.rk.hap2.028011
FUN.rk.hap1.026368	FUN.rk.hap2.028012
FUN.rk.hap1.026369	FUN.rk.hap2.028016
FUN.rk.hap1.026370	FUN.rk.hap2.028018
FUN.rk.hap1.026376	FUN.rk.hap2.028025
FUN.rk.hap1.026377	FUN.rk.hap2.028026
FUN.rk.hap1.026378	FUN.rk.hap2.028027
FUN.rk.hap1.026382	FUN.rk.hap2.028030
FUN.rk.hap1.026385	FUN.rk.hap2.028031
FUN.rk.hap1.026387	FUN.rk.hap2.028035
FUN.rk.hap1.026390	FUN.rk.hap2.028038
FUN.rk.hap1.026391	FUN.rk.hap2.028040
FUN.rk.hap1.026393	FUN.rk.hap2.028042
FUN.rk.hap1.026395	FUN.rk.hap2.028044
FUN.rk.hap1.026396	FUN.rk.hap2.028047
FUN.rk.hap1.026398	FUN.rk.hap2.028049
FUN.rk.hap1.026400	FUN.rk.hap2.028051
FUN.rk.hap1.026401	FUN.rk.hap2.028052
FUN.rk.hap1.026402	FUN.rk.hap2.028053
FUN.rk.hap1.026404	FUN.rk.hap2.028057
FUN.rk.hap1.026406	FUN.rk.hap2.028058
FUN.rk.hap1.026410	FUN.rk.hap2.028062
FUN.rk.hap1.026415	FUN.rk.hap2.028068
FUN.rk.hap1.026416	FUN.rk.hap2.028070
FUN.rk.hap1.026422	FUN.rk.hap2.028077
FUN.rk.hap1.026428	FUN.rk.hap2.028085
FUN.rk.hap1.026430	FUN.rk.hap2.028087
FUN.rk.hap1.026432	FUN.rk.hap2.028089
FUN.rk.hap1.026433	FUN.rk.hap2.028090
FUN.rk.hap1.026434	FUN.rk.hap2.028091
FUN.rk.hap1.026435	FUN.rk.hap2.028092
FUN.rk.hap1.026437	FUN.rk.hap2.011979
FUN.rk.hap1.026439	FUN.rk.hap2.028097
FUN.rk.hap1.026440	FUN.rk.hap2.028098
FUN.rk.hap1.026457	FUN.rk.hap2.028108
FUN.rk.hap1.026459	FUN.rk.hap2.028110
FUN.rk.hap1.026460	FUN.rk.hap2.028111
FUN.rk.hap1.026462	FUN.rk.hap2.028113
FUN.rk.hap1.026463	FUN.rk.hap2.028114
FUN.rk.hap1.026469	FUN.rk.hap2.028119
FUN.rk.hap1.026470	FUN.rk.hap2.028120
FUN.rk.hap1.026471	FUN.rk.hap2.028121
FUN.rk.hap1.026477	FUN.rk.hap2.028133
FUN.rk.hap1.026482	FUN.rk.hap2.028139
FUN.rk.hap1.026485	FUN.rk.hap2.028144
FUN.rk.hap1.026490	FUN.rk.hap2.028148
FUN.rk.hap1.026491	FUN.rk.hap2.028149
FUN.rk.hap1.026492	FUN.rk.hap2.028150
FUN.rk.hap1.026505	FUN.rk.hap2.028168
FUN.rk.hap1.026506	FUN.rk.hap2.028169
FUN.rk.hap1.026507	FUN.rk.hap2.028170
FUN.rk.hap1.026509	FUN.rk.hap2.028173
FUN.rk.hap1.026511	FUN.rk.hap2.028176
FUN.rk.hap1.026516	FUN.rk.hap2.028182
FUN.rk.hap1.026522	FUN.rk.hap2.028191
FUN.rk.hap1.026564	FUN.rk.hap2.028082
FUN.rk.hap1.026572	FUN.rk.hap2.040605
FUN.rk.hap1.026579	FUN.rk.hap2.009504
FUN.rk.hap1.026593	FUN.rk.hap2.025285
FUN.rk.hap1.026602	FUN.rk.hap2.028239
FUN.rk.hap1.026621	FUN.rk.hap2.028226
FUN.rk.hap1.026633	FUN.rk.hap2.028193
FUN.rk.hap1.026647	FUN.rk.hap2.039155
FUN.rk.hap1.026660	FUN.rk.hap2.028209
FUN.rk.hap1.026667	FUN.rk.hap2.028264
FUN.rk.hap1.026668	FUN.rk.hap2.028265
FUN.rk.hap1.026669	FUN.rk.hap2.028266
FUN.rk.hap1.026671	FUN.rk.hap2.028268
FUN.rk.hap1.026672	FUN.rk.hap2.028269
FUN.rk.hap1.026673	FUN.rk.hap2.028270
FUN.rk.hap1.026674	FUN.rk.hap2.028271
FUN.rk.hap1.026675	FUN.rk.hap2.028272
FUN.rk.hap1.026676	FUN.rk.hap2.028273
FUN.rk.hap1.026686	FUN.rk.hap2.028280
FUN.rk.hap1.026694	FUN.rk.hap2.024236
FUN.rk.hap1.026697	FUN.rk.hap2.028286
FUN.rk.hap1.026698	FUN.rk.hap2.028287
FUN.rk.hap1.026699	FUN.rk.hap2.028288
FUN.rk.hap1.026700	FUN.rk.hap2.028289
FUN.rk.hap1.026701	FUN.rk.hap2.028290
FUN.rk.hap1.026702	FUN.rk.hap2.028291
FUN.rk.hap1.026703	FUN.rk.hap2.028292
FUN.rk.hap1.026704	FUN.rk.hap2.028293
FUN.rk.hap1.026705	FUN.rk.hap2.028294
FUN.rk.hap1.026709	FUN.rk.hap2.028300
FUN.rk.hap1.026717	FUN.rk.hap2.028313
FUN.rk.hap1.026718	FUN.rk.hap2.028314
FUN.rk.hap1.026724	FUN.rk.hap2.028319
FUN.rk.hap1.026725	FUN.rk.hap2.028320
FUN.rk.hap1.026726	FUN.rk.hap2.028321
FUN.rk.hap1.026727	FUN.rk.hap2.028322
FUN.rk.hap1.026728	FUN.rk.hap2.028323
FUN.rk.hap1.026729	FUN.rk.hap2.028324
FUN.rk.hap1.026730	FUN.rk.hap2.028325
FUN.rk.hap1.026731	FUN.rk.hap2.028326
FUN.rk.hap1.026732	FUN.rk.hap2.028327
FUN.rk.hap1.026744	FUN.rk.hap2.028337
FUN.rk.hap1.026746	FUN.rk.hap2.028339
FUN.rk.hap1.026748	FUN.rk.hap2.028342
FUN.rk.hap1.026749	FUN.rk.hap2.028343
FUN.rk.hap1.026762	FUN.rk.hap2.028353
FUN.rk.hap1.026764	FUN.rk.hap2.028358
FUN.rk.hap1.026765	FUN.rk.hap2.028359
FUN.rk.hap1.026766	FUN.rk.hap2.028361
FUN.rk.hap1.026768	FUN.rk.hap2.028363
FUN.rk.hap1.026770	FUN.rk.hap2.028367
FUN.rk.hap1.026772	FUN.rk.hap2.028368
FUN.rk.hap1.026773	FUN.rk.hap2.028369
FUN.rk.hap1.026774	FUN.rk.hap2.028371
FUN.rk.hap1.026775	FUN.rk.hap2.028372
FUN.rk.hap1.026777	FUN.rk.hap2.028375
FUN.rk.hap1.026778	FUN.rk.hap2.028376
FUN.rk.hap1.026781	FUN.rk.hap2.028378
FUN.rk.hap1.026782	FUN.rk.hap2.028379
FUN.rk.hap1.026783	FUN.rk.hap2.028380
FUN.rk.hap1.026786	FUN.rk.hap2.028386
FUN.rk.hap1.026791	FUN.rk.hap2.028390
FUN.rk.hap1.026799	FUN.rk.hap2.028397
FUN.rk.hap1.026802	FUN.rk.hap2.028400
FUN.rk.hap1.026804	FUN.rk.hap2.028414
FUN.rk.hap1.026805	FUN.rk.hap2.028415
FUN.rk.hap1.026807	FUN.rk.hap2.028416
FUN.rk.hap1.026808	FUN.rk.hap2.028417
FUN.rk.hap1.026810	FUN.rk.hap2.028419
FUN.rk.hap1.026811	FUN.rk.hap2.028420
FUN.rk.hap1.026813	FUN.rk.hap2.028422
FUN.rk.hap1.026818	FUN.rk.hap2.028425
FUN.rk.hap1.026820	FUN.rk.hap2.028428
FUN.rk.hap1.026829	FUN.rk.hap2.028442
FUN.rk.hap1.026830	FUN.rk.hap2.028443
FUN.rk.hap1.026831	FUN.rk.hap2.028445
FUN.rk.hap1.026832	FUN.rk.hap2.028446
FUN.rk.hap1.026833	FUN.rk.hap2.028448
FUN.rk.hap1.026836	FUN.rk.hap2.028450
FUN.rk.hap1.026837	FUN.rk.hap2.028451
FUN.rk.hap1.026841	FUN.rk.hap2.028458
FUN.rk.hap1.026855	FUN.rk.hap2.028471
FUN.rk.hap1.026856	FUN.rk.hap2.028472
FUN.rk.hap1.026857	FUN.rk.hap2.028474
FUN.rk.hap1.026860	FUN.rk.hap2.028477
FUN.rk.hap1.026862	FUN.rk.hap2.028479
FUN.rk.hap1.026867	FUN.rk.hap2.034858
FUN.rk.hap1.026874	FUN.rk.hap2.038917
FUN.rk.hap1.026878	FUN.rk.hap2.028528
FUN.rk.hap1.026879	FUN.rk.hap2.028529
FUN.rk.hap1.026880	FUN.rk.hap2.028530
FUN.rk.hap1.026881	FUN.rk.hap2.028531
FUN.rk.hap1.026883	FUN.rk.hap2.028533
FUN.rk.hap1.026884	FUN.rk.hap2.028534
FUN.rk.hap1.026893	FUN.rk.hap2.028538
FUN.rk.hap1.026896	FUN.rk.hap2.028536
FUN.rk.hap1.026899	FUN.rk.hap2.028544
FUN.rk.hap1.026900	FUN.rk.hap2.028545
FUN.rk.hap1.026901	FUN.rk.hap2.028546
FUN.rk.hap1.026902	FUN.rk.hap2.028547
FUN.rk.hap1.026906	FUN.rk.hap2.028549
FUN.rk.hap1.026907	FUN.rk.hap2.028550
FUN.rk.hap1.026910	FUN.rk.hap2.028553
FUN.rk.hap1.026911	FUN.rk.hap2.028554
FUN.rk.hap1.026912	FUN.rk.hap2.027163
FUN.rk.hap1.026914	FUN.rk.hap2.001375
FUN.rk.hap1.026915	FUN.rk.hap2.028582
FUN.rk.hap1.026916	FUN.rk.hap2.028563
FUN.rk.hap1.026917	FUN.rk.hap2.028564
FUN.rk.hap1.026920	FUN.rk.hap2.028587
FUN.rk.hap1.026922	FUN.rk.hap2.028571
FUN.rk.hap1.026923	FUN.rk.hap2.028598
FUN.rk.hap1.026924	FUN.rk.hap2.028599
FUN.rk.hap1.026925	FUN.rk.hap2.028600
FUN.rk.hap1.026926	FUN.rk.hap2.028601
FUN.rk.hap1.026927	FUN.rk.hap2.028602
FUN.rk.hap1.026928	FUN.rk.hap2.028603
FUN.rk.hap1.026931	FUN.rk.hap2.028604
FUN.rk.hap1.026934	FUN.rk.hap2.028608
FUN.rk.hap1.026939	FUN.rk.hap2.028615
FUN.rk.hap1.026940	FUN.rk.hap2.028616
FUN.rk.hap1.026941	FUN.rk.hap2.028617
FUN.rk.hap1.026942	FUN.rk.hap2.028619
FUN.rk.hap1.026943	FUN.rk.hap2.028620
FUN.rk.hap1.026946	FUN.rk.hap2.028625
FUN.rk.hap1.026953	FUN.rk.hap2.028634
FUN.rk.hap1.026955	FUN.rk.hap2.020010
FUN.rk.hap1.026956	FUN.rk.hap2.028635
FUN.rk.hap1.026957	FUN.rk.hap2.028636
FUN.rk.hap1.026958	FUN.rk.hap2.028637
FUN.rk.hap1.026962	FUN.rk.hap2.028641
FUN.rk.hap1.026963	FUN.rk.hap2.028642
FUN.rk.hap1.026964	FUN.rk.hap2.028643
FUN.rk.hap1.026965	FUN.rk.hap2.028645
FUN.rk.hap1.026967	FUN.rk.hap2.028646
FUN.rk.hap1.026968	FUN.rk.hap2.028648
FUN.rk.hap1.026969	FUN.rk.hap2.002029
FUN.rk.hap1.026973	FUN.rk.hap2.028651
FUN.rk.hap1.026974	FUN.rk.hap2.028652
FUN.rk.hap1.026975	FUN.rk.hap2.028653
FUN.rk.hap1.026977	FUN.rk.hap2.028655
FUN.rk.hap1.026978	FUN.rk.hap2.028658
FUN.rk.hap1.026980	FUN.rk.hap2.028661
FUN.rk.hap1.026981	FUN.rk.hap2.028662
FUN.rk.hap1.026982	FUN.rk.hap2.028663
FUN.rk.hap1.026983	FUN.rk.hap2.028664
FUN.rk.hap1.026984	FUN.rk.hap2.028665
FUN.rk.hap1.026985	FUN.rk.hap2.028666
FUN.rk.hap1.026986	FUN.rk.hap2.028667
FUN.rk.hap1.026993	FUN.rk.hap2.028677
FUN.rk.hap1.026995	FUN.rk.hap2.028678
FUN.rk.hap1.026997	FUN.rk.hap2.028679
FUN.rk.hap1.026998	FUN.rk.hap2.028681
FUN.rk.hap1.027000	FUN.rk.hap2.028682
FUN.rk.hap1.027001	FUN.rk.hap2.028683
FUN.rk.hap1.027002	FUN.rk.hap2.028684
FUN.rk.hap1.027003	FUN.rk.hap2.028685
FUN.rk.hap1.027005	FUN.rk.hap2.028687
FUN.rk.hap1.027006	FUN.rk.hap2.028688
FUN.rk.hap1.027007	FUN.rk.hap2.028689
FUN.rk.hap1.027008	FUN.rk.hap2.028690
FUN.rk.hap1.027009	FUN.rk.hap2.028691
FUN.rk.hap1.027010	FUN.rk.hap2.028693
FUN.rk.hap1.027011	FUN.rk.hap2.028694
FUN.rk.hap1.027012	FUN.rk.hap2.028695
FUN.rk.hap1.027013	FUN.rk.hap2.028696
FUN.rk.hap1.027014	FUN.rk.hap2.028697
FUN.rk.hap1.027016	FUN.rk.hap2.028699
FUN.rk.hap1.027020	FUN.rk.hap2.028702
FUN.rk.hap1.027021	FUN.rk.hap2.028703
FUN.rk.hap1.027022	FUN.rk.hap2.028704
FUN.rk.hap1.027023	FUN.rk.hap2.028705
FUN.rk.hap1.027025	FUN.rk.hap2.028706
FUN.rk.hap1.027026	FUN.rk.hap2.028707
FUN.rk.hap1.027027	FUN.rk.hap2.028708
FUN.rk.hap1.027030	FUN.rk.hap2.028717
FUN.rk.hap1.027031	FUN.rk.hap2.028721
FUN.rk.hap1.027033	FUN.rk.hap2.028723
FUN.rk.hap1.027056	FUN.rk.hap2.028755
FUN.rk.hap1.027057	FUN.rk.hap2.028756
FUN.rk.hap1.027064	FUN.rk.hap2.028763
FUN.rk.hap1.027067	FUN.rk.hap2.028766
FUN.rk.hap1.027068	FUN.rk.hap2.028768
FUN.rk.hap1.027079	FUN.rk.hap2.001209
FUN.rk.hap1.027085	FUN.rk.hap2.028785
FUN.rk.hap1.027086	FUN.rk.hap2.028786
FUN.rk.hap1.027088	FUN.rk.hap2.028787
FUN.rk.hap1.027090	FUN.rk.hap2.028789
FUN.rk.hap1.027097	FUN.rk.hap2.028798
FUN.rk.hap1.027099	FUN.rk.hap2.028802
FUN.rk.hap1.027101	FUN.rk.hap2.028803
FUN.rk.hap1.027106	FUN.rk.hap2.028811
FUN.rk.hap1.027114	FUN.rk.hap2.028812
FUN.rk.hap1.027115	FUN.rk.hap2.028813
FUN.rk.hap1.027116	FUN.rk.hap2.028814
FUN.rk.hap1.027117	FUN.rk.hap2.028816
FUN.rk.hap1.027118	FUN.rk.hap2.028817
FUN.rk.hap1.027119	FUN.rk.hap2.028818
FUN.rk.hap1.027120	FUN.rk.hap2.028820
FUN.rk.hap1.027121	FUN.rk.hap2.028821
FUN.rk.hap1.027122	FUN.rk.hap2.028822
FUN.rk.hap1.027123	FUN.rk.hap2.028823
FUN.rk.hap1.027124	FUN.rk.hap2.028824
FUN.rk.hap1.027125	FUN.rk.hap2.028825
FUN.rk.hap1.027126	FUN.rk.hap2.028826
FUN.rk.hap1.027127	FUN.rk.hap2.028827
FUN.rk.hap1.027129	FUN.rk.hap2.028829
FUN.rk.hap1.027130	FUN.rk.hap2.028830
FUN.rk.hap1.027131	FUN.rk.hap2.028831
FUN.rk.hap1.027132	FUN.rk.hap2.028833
FUN.rk.hap1.027135	FUN.rk.hap2.028835
FUN.rk.hap1.027137	FUN.rk.hap2.028839
FUN.rk.hap1.027138	FUN.rk.hap2.028840
FUN.rk.hap1.027140	FUN.rk.hap2.028841
FUN.rk.hap1.027141	FUN.rk.hap2.028842
FUN.rk.hap1.027142	FUN.rk.hap2.028843
FUN.rk.hap1.027144	FUN.rk.hap2.028846
FUN.rk.hap1.027148	FUN.rk.hap2.028850
FUN.rk.hap1.027150	FUN.rk.hap2.028852
FUN.rk.hap1.027151	FUN.rk.hap2.028853
FUN.rk.hap1.027161	FUN.rk.hap2.028864
FUN.rk.hap1.027162	FUN.rk.hap2.028865
FUN.rk.hap1.027163	FUN.rk.hap2.028866
FUN.rk.hap1.027164	FUN.rk.hap2.028867
FUN.rk.hap1.027165	FUN.rk.hap2.028868
FUN.rk.hap1.027166	FUN.rk.hap2.028869
FUN.rk.hap1.027167	FUN.rk.hap2.028870
FUN.rk.hap1.027168	FUN.rk.hap2.028871
FUN.rk.hap1.027172	FUN.rk.hap2.028872
FUN.rk.hap1.027173	FUN.rk.hap2.028873
FUN.rk.hap1.027174	FUN.rk.hap2.028874
FUN.rk.hap1.027175	FUN.rk.hap2.028882
FUN.rk.hap1.027177	FUN.rk.hap2.028884
FUN.rk.hap1.027178	FUN.rk.hap2.028885
FUN.rk.hap1.027179	FUN.rk.hap2.028886
FUN.rk.hap1.027181	FUN.rk.hap2.028888
FUN.rk.hap1.027182	FUN.rk.hap2.028889
FUN.rk.hap1.027183	FUN.rk.hap2.028890
FUN.rk.hap1.027185	FUN.rk.hap2.028891
FUN.rk.hap1.027186	FUN.rk.hap2.028892
FUN.rk.hap1.027187	FUN.rk.hap2.028893
FUN.rk.hap1.027189	FUN.rk.hap2.028895
FUN.rk.hap1.027192	FUN.rk.hap2.028898
FUN.rk.hap1.027194	FUN.rk.hap2.028900
FUN.rk.hap1.027195	FUN.rk.hap2.028901
FUN.rk.hap1.027196	FUN.rk.hap2.028902
FUN.rk.hap1.027197	FUN.rk.hap2.028903
FUN.rk.hap1.027198	FUN.rk.hap2.028904
FUN.rk.hap1.027205	FUN.rk.hap2.028905
FUN.rk.hap1.027206	FUN.rk.hap2.028906
FUN.rk.hap1.027207	FUN.rk.hap2.028907
FUN.rk.hap1.027208	FUN.rk.hap2.028908
FUN.rk.hap1.027209	FUN.rk.hap2.028909
FUN.rk.hap1.027210	FUN.rk.hap2.028910
FUN.rk.hap1.027211	FUN.rk.hap2.028913
FUN.rk.hap1.027212	FUN.rk.hap2.028916
FUN.rk.hap1.027213	FUN.rk.hap2.028917
FUN.rk.hap1.027214	FUN.rk.hap2.028918
FUN.rk.hap1.027215	FUN.rk.hap2.028919
FUN.rk.hap1.027216	FUN.rk.hap2.028920
FUN.rk.hap1.027217	FUN.rk.hap2.028921
FUN.rk.hap1.027220	FUN.rk.hap2.028924
FUN.rk.hap1.027221	FUN.rk.hap2.028925
FUN.rk.hap1.027222	FUN.rk.hap2.028926
FUN.rk.hap1.027223	FUN.rk.hap2.028927
FUN.rk.hap1.027224	FUN.rk.hap2.028928
FUN.rk.hap1.027225	FUN.rk.hap2.028929
FUN.rk.hap1.027226	FUN.rk.hap2.028931
FUN.rk.hap1.027227	FUN.rk.hap2.028932
FUN.rk.hap1.027229	FUN.rk.hap2.028933
FUN.rk.hap1.027231	FUN.rk.hap2.028934
FUN.rk.hap1.027232	FUN.rk.hap2.028935
FUN.rk.hap1.027233	FUN.rk.hap2.028936
FUN.rk.hap1.027234	FUN.rk.hap2.028937
FUN.rk.hap1.027237	FUN.rk.hap2.028939
FUN.rk.hap1.027241	FUN.rk.hap2.028944
FUN.rk.hap1.027242	FUN.rk.hap2.028945
FUN.rk.hap1.027243	FUN.rk.hap2.028946
FUN.rk.hap1.027244	FUN.rk.hap2.028947
FUN.rk.hap1.027246	FUN.rk.hap2.028950
FUN.rk.hap1.027247	FUN.rk.hap2.028951
FUN.rk.hap1.027248	FUN.rk.hap2.028954
FUN.rk.hap1.027249	FUN.rk.hap2.028955
FUN.rk.hap1.027250	FUN.rk.hap2.028956
FUN.rk.hap1.027251	FUN.rk.hap2.028957
FUN.rk.hap1.027252	FUN.rk.hap2.028958
FUN.rk.hap1.027253	FUN.rk.hap2.028959
FUN.rk.hap1.027254	FUN.rk.hap2.028960
FUN.rk.hap1.027255	FUN.rk.hap2.028961
FUN.rk.hap1.027258	FUN.rk.hap2.028963
FUN.rk.hap1.027259	FUN.rk.hap2.028964
FUN.rk.hap1.027260	FUN.rk.hap2.028965
FUN.rk.hap1.027261	FUN.rk.hap2.028966
FUN.rk.hap1.027264	FUN.rk.hap2.028970
FUN.rk.hap1.027266	FUN.rk.hap2.028972
FUN.rk.hap1.027267	FUN.rk.hap2.028973
FUN.rk.hap1.027268	FUN.rk.hap2.028974
